IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
160035898,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Tuesday,##########,16:00,INGLESIDE,NONE,500 Block of MADRID ST,-122.43335,37.7207975,"(37.7207975379192, -122.433347616605)",1.6004E+13
160039696,FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL),Monday,##########,08:00,NORTHERN,NONE,700 Block of WEBSTER ST,-122.42992,37.7774431,"(37.7774431475107, -122.429918677577)",1.6004E+13
160039709,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,##########,14:00,PARK,NONE,0 Block of VEGA ST,-122.44589,37.7801243,"(37.7801242878056, -122.445893581212)",1.6004E+13
160039715,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Thursday,01/14/2016 12:00:00 AM,15:45,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.40652,37.7850629,"(37.7850629421661, -122.406520987144)",1.6004E+13
160040659,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,01/13/2016 12:00:00 AM,21:20,SOUTHERN,"ARREST, BOOKED",10TH ST / FOLSOM ST,-122.41283,37.7728116,"(37.772811562575, -122.412826648024)",1.6004E+13
160032703,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,##########,19:11,NORTHERN,NONE,LAGUNA ST / MCALLISTER ST,-122.42683,37.7792585,"(37.7792584744352, -122.426832741986)",1.6003E+13
160032894,WARRANTS,WARRANT ARREST,Tuesday,##########,20:17,NORTHERN,"ARREST, BOOKED",2100 Block of CHESTNUT ST,-122.4387,37.8004499,"(37.8004498859761, -122.438701348232)",1.6003E+13
160036056,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/13/2016 12:00:00 AM,18:59,BAYVIEW,"ARREST, BOOKED",LANE ST / THOMAS AV,-122.39129,37.7304116,"(37.7304116196649, -122.391291614892)",1.6004E+13
160036062,FRAUD,DEFRAUDING AN INNKEEPER,Wednesday,01/13/2016 12:00:00 AM,17:30,NORTHERN,"ARREST, BOOKED",1600 Block of VANNESS AV,-122.4226,37.7908192,"(37.7908192261207, -122.422595167172)",1.6004E+13
160036078,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,01/13/2016 12:00:00 AM,16:30,BAYVIEW,NONE,100 Block of DAKOTA ST,-122.39564,37.7535646,"(37.7535645746594, -122.395635436168)",1.6004E+13
160036090,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,##########,18:30,NORTHERN,NONE,700 Block of GOUGH ST,-122.42357,37.7801603,"(37.7801603048686, -122.423569635812)",1.6004E+13
160036103,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,01/13/2016 12:00:00 AM,19:18,MISSION,"ARREST, BOOKED",23RD ST / FOLSOM ST,-122.41423,37.7540987,"(37.7540986882068, -122.414233849038)",1.6004E+13
160039793,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/13/2016 12:00:00 AM,21:00,INGLESIDE,NONE,700 Block of BRUNSWICK ST,-122.44875,37.708642,"(37.7086420451897, -122.448753759722)",1.6004E+13
160041845,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,01/15/2016 12:00:00 AM,16:50,MISSION,"ARREST, BOOKED",25TH ST / LUCKY ST,-122.41337,37.7509373,"(37.7509373207487, -122.413367079047)",1.6004E+13
160036460,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,01/13/2016 12:00:00 AM,21:10,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.41136,37.7764945,"(37.7764944808779, -122.411359138357)",1.6004E+13
160036476,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,01/13/2016 12:00:00 AM,21:54,RICHMOND,"ARREST, BOOKED",GEARY BL / 16TH AV,-122.47508,37.7805257,"(37.7805256850862, -122.475083723052)",1.6004E+13
160036482,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/13/2016 12:00:00 AM,19:30,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.51364,37.7784692,"(37.7784692199467, -122.513642064265)",1.6004E+13
160036498,NON-CRIMINAL,AIDED CASE,Wednesday,01/13/2016 12:00:00 AM,21:04,RICHMOND,UNFOUNDED,FULTON ST / 14TH AV,-122.4723,37.7731144,"(37.7731143584551, -122.472298088823)",1.6004E+13
160040239,NON-CRIMINAL,FOUND PROPERTY,Wednesday,01/13/2016 12:00:00 AM,08:00,CENTRAL,NONE,1400 Block of CALIFORNIA ST,-122.41822,37.7908245,"(37.7908244663738, -122.418219833881)",1.6004E+13
160040245,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,01/15/2016 12:00:00 AM,06:05,PARK,NONE,6TH AV / JUDAH ST,-122.46297,37.7623152,"(37.7623151800313, -122.462973519258)",1.6004E+13
160040251,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Friday,01/15/2016 12:00:00 AM,08:30,MISSION,UNFOUNDED,1000 Block of POTRERO AV,-122.40654,37.7564864,"(37.7564864109309, -122.406539115148)",1.6004E+13
160040267,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/15/2016 12:00:00 AM,08:40,TENDERLOIN,"ARREST, BOOKED",LARKIN ST / EDDY ST,-122.41753,37.7833108,"(37.7833107539969, -122.41753069698)",1.6004E+13
160037101,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,01/14/2016 12:00:00 AM,04:10,MISSION,NONE,11TH ST / DIVISION ST,-122.41093,37.7694114,"(37.769411384942, -122.410932750782)",1.6004E+13
160037117,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,01/14/2016 12:00:00 AM,04:33,SOUTHERN,NONE,700 Block of MARKET ST,-122.40392,37.7871161,"(37.7871160984672, -122.403919148357)",1.6004E+13
160040825,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Friday,01/15/2016 12:00:00 AM,09:40,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.40635,37.7860312,"(37.7860311576362, -122.406351834294)",1.6004E+13
160040825,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,01/15/2016 12:00:00 AM,09:40,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.40635,37.7860312,"(37.7860311576362, -122.406351834294)",1.6004E+13
160042821,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/15/2016 12:00:00 AM,22:10,CENTRAL,NONE,600 Block of JONES ST,-122.41316,37.7870801,"(37.7870801005292, -122.413162802096)",1.6004E+13
160042837,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/15/2016 12:00:00 AM,10:00,SOUTHERN,NONE,0 Block of 3RD ST,-122.40274,37.78688,"(37.7868800278713, -122.40273950835)",1.6004E+13
160042843,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,01/15/2016 12:00:00 AM,22:43,RICHMOND,NONE,21ST AV / GEARY BL,-122.48045,37.7802791,"(37.7802790505664, -122.480452050119)",1.6004E+13
160042859,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/15/2016 12:00:00 AM,18:00,SOUTHERN,NONE,MISSION ST / 6TH ST,-122.40871,37.7809707,"(37.7809706722053, -122.408710606663)",1.6004E+13
160034890,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,##########,09:00,TARAVAL,NONE,1200 Block of 16TH AV,-122.47391,37.7646328,"(37.7646328488776, -122.473908852549)",1.6003E+13
160042069,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,##########,10:04,CENTRAL,NONE,800 Block of PINE ST,-122.4098,37.7909286,"(37.7909286115977, -122.409804474418)",1.6004E+13
160043471,NON-CRIMINAL,FOUND PROPERTY,Friday,01/15/2016 12:00:00 AM,13:30,CENTRAL,NONE,0 Block of TELEGRAPHHILL BL,-122.40534,37.8022728,"(37.8022727860748, -122.405335349658)",1.6004E+13
160043493,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Saturday,01/16/2016 12:00:00 AM,07:40,SOUTHERN,NONE,5TH ST / HARRISON ST,-122.40185,37.7790324,"(37.7790324136251, -122.401846367522)",1.6004E+13
160044219,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/16/2016 12:00:00 AM,09:30,CENTRAL,NONE,1300 Block of THE EMBARCADERONORTH ST,-122.40439,37.8060784,"(37.8060783886253, -122.404387129122)",1.6004E+13
160044231,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,01/16/2016 12:00:00 AM,13:00,RICHMOND,"ARREST, BOOKED",DIVISADERO ST / POST ST,-122.43969,37.784319,"(37.7843190300426, -122.439687134173)",1.6004E+13
160044247,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,01/16/2016 12:00:00 AM,13:25,BAYVIEW,"ARREST, BOOKED",THORNTON AV / VESTA ST,-122.40029,37.7314782,"(37.7314781546009, -122.400293914521)",1.6004E+13
160044253,LARCENY/THEFT,PETTY THEFT BICYCLE,Friday,01/15/2016 12:00:00 AM,21:50,MISSION,NONE,400 Block of CASTRO ST,-122.43501,37.7617677,"(37.7617677182954, -122.435012093789)",1.6004E+13
160017272,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Thursday,##########,10:20,BAYVIEW,NONE,GILLETTE AV / LATHROP AV,-122.39684,37.7100473,"(37.7100473194268, -122.396841667667)",1.6002E+13
160017307,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,##########,12:56,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.44617,37.7701612,"(37.7701611813393, -122.446165617978)",1.6002E+13
160038080,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Thursday,01/14/2016 12:00:00 AM,12:28,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / TOLAND ST,-122.401,37.7415893,"(37.7415892512705, -122.400995257542)",1.6004E+13
160038096,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,01/14/2016 12:00:00 AM,07:30,TENDERLOIN,NONE,ELLIS ST / HYDE ST,-122.41608,37.7844497,"(37.7844496612791, -122.416075285051)",1.6004E+13
160042520,MISSING PERSON,FOUND PERSON,Wednesday,01/13/2016 12:00:00 AM,08:00,INGLESIDE,NONE,500 Block of LELAND AV,-122.41434,37.7144925,"(37.7144925294264, -122.414335003601)",1.6004E+13
160042536,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,01/15/2016 12:00:00 AM,20:03,TENDERLOIN,NONE,200 Block of LEAVENWORTH ST,-122.41422,37.7832593,"(37.7832593295025, -122.414217804322)",1.6004E+13
160042542,ARSON,ARSON OF A VEHICLE,Friday,01/15/2016 12:00:00 AM,20:20,INGLESIDE,NONE,100 Block of HOLLADAY AV,-122.40487,37.7479073,"(37.7479073004814, -122.404869009565)",1.6004E+13
160042558,MISSING PERSON,MISSING JUVENILE,Friday,01/15/2016 12:00:00 AM,20:15,PARK,NONE,100 Block of BELVEDERE ST,-122.44933,37.7677739,"(37.7677738874748, -122.449328648219)",1.6004E+13
160038369,WARRANTS,WARRANT ARREST,Thursday,01/14/2016 12:00:00 AM,13:58,MISSION,"ARREST, BOOKED",100 Block of CAPP ST,-122.41855,37.7642837,"(37.7642837095036, -122.418549940195)",1.6004E+13
160038381,NON-CRIMINAL,FOUND PROPERTY,Thursday,01/14/2016 12:00:00 AM,09:30,SOUTHERN,NONE,0 Block of PINK AL,-122.42408,37.7705973,"(37.7705972538739, -122.42408373492)",1.6004E+13
160038397,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,01/14/2016 12:00:00 AM,14:11,CENTRAL,"ARREST, BOOKED",0 Block of CALIFORNIA ST,-122.397,37.7935305,"(37.793530471553, -122.397000084271)",1.6004E+13
160038400,ASSAULT,BATTERY,Wednesday,01/13/2016 12:00:00 AM,21:20,SOUTHERN,NONE,500 Block of 5TH ST,-122.39998,37.7776242,"(37.7776242389287, -122.39998111124)",1.6004E+13
160038422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,##########,00:05,PARK,NONE,1500 Block of GOLDEN GATE AV,-122.43609,37.7790936,"(37.7790935784491, -122.43608943853)",1.6004E+13
160038422,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,##########,00:05,PARK,NONE,1500 Block of GOLDEN GATE AV,-122.43609,37.7790936,"(37.7790935784491, -122.43608943853)",1.6004E+13
160038438,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,01/14/2016 12:00:00 AM,13:30,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.42696,37.7692471,"(37.769247063207, -122.426955631709)",1.6004E+13
160038444,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,01/14/2016 12:00:00 AM,12:00,CENTRAL,NONE,300 Block of CLAY ST,-122.39974,37.7950326,"(37.7950325941141, -122.399739729147)",1.6004E+13
160017454,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Wednesday,01/20/2016 12:00:00 AM,16:26,TARAVAL,"ARREST, BOOKED",47TH AV / KIRKHAM ST,-122.50687,37.7585104,"(37.7585103624256, -122.506866393082)",1.6002E+13
160017476,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,##########,10:30,PARK,NONE,100 Block of GRATTAN ST,-122.45032,37.7638786,"(37.7638786228061, -122.450324107616)",1.6002E+13
160017482,WARRANTS,WARRANT ARREST,Thursday,##########,13:18,MISSION,JUVENILE BOOKED,3300 Block of 24TH ST,-122.41985,37.7522087,"(37.7522086833804, -122.419848582963)",1.6002E+13
160043346,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,01/16/2016 12:00:00 AM,03:13,INGLESIDE,NONE,100 Block of BLYTHDALE AV,-122.42056,37.7108946,"(37.7108945814914, -122.420556751442)",1.6004E+13
160043352,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,01/16/2016 12:00:00 AM,03:20,MISSION,NONE,2300 Block of 16TH ST,-122.40953,37.7657184,"(37.7657184395282, -122.409529913278)",1.6004E+13
160043368,NON-CRIMINAL,FOUND PROPERTY,Saturday,01/16/2016 12:00:00 AM,01:59,TARAVAL,NONE,MERCEDES WY / JUNIPERO SERRA BL,-122.47206,37.7268239,"(37.7268239063089, -122.472055313907)",1.6004E+13
160045041,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,01/16/2016 12:00:00 AM,18:13,MISSION,NONE,600 Block of VALENCIA ST,-122.42175,37.7627437,"(37.7627436601147, -122.421747650463)",1.6005E+13
160045057,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,##########,01:52,MISSION,NONE,0 Block of ALBION ST,-122.42327,37.7656495,"(37.765649515945, -122.423265893603)",1.6005E+13
160045057,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,##########,01:52,MISSION,NONE,0 Block of ALBION ST,-122.42327,37.7656495,"(37.765649515945, -122.423265893603)",1.6005E+13
160045063,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,01/16/2016 12:00:00 AM,17:30,CENTRAL,NONE,200 Block of KEARNY ST,-122.40392,37.790539,"(37.790538993725, -122.403915681571)",1.6005E+13
160045085,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/15/2016 12:00:00 AM,23:00,INGLESIDE,NONE,100 Block of CHILTON AV,-122.4368,37.7334238,"(37.7334238295995, -122.436795161314)",1.6005E+13
160040198,ASSAULT,BATTERY,Friday,01/15/2016 12:00:00 AM,07:43,TENDERLOIN,NONE,POWELL ST / OFARRELL ST,-122.40804,37.7864094,"(37.7864094033618, -122.408040474858)",1.6004E+13
160044532,"SEX OFFENSES, FORCIBLE","PENETRATION, FORCED, WITH OBJECT",Thursday,01/14/2016 12:00:00 AM,16:00,TENDERLOIN,"ARREST, BOOKED",0 Block of MCALLISTER ST,-122.4126,37.7811192,"(37.7811192121542, -122.412596970637)",1.6004E+13
160046522,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,01/17/2016 12:00:00 AM,08:00,SOUTHERN,NONE,1300 Block of MARKET ST,-122.41699,37.7770742,"(37.777074192256, -122.416991089644)",1.6005E+13
160046538,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,01/16/2016 12:00:00 AM,17:00,PARK,NONE,400 Block of SHRADER ST,-122.45222,37.7707537,"(37.7707537366325, -122.452215018855)",1.6005E+13
160047229,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,01/17/2016 12:00:00 AM,14:00,BAYVIEW,NONE,1200 Block of INGALLS ST,-122.38187,37.7305668,"(37.7305667976884, -122.381867300078)",1.6005E+13
160047229,ASSAULT,THREATENING PHONE CALL(S),Sunday,01/17/2016 12:00:00 AM,14:00,BAYVIEW,NONE,1200 Block of INGALLS ST,-122.38187,37.7305668,"(37.7305667976884, -122.381867300078)",1.6005E+13
160047241,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Sunday,01/17/2016 12:00:00 AM,13:58,PARK,"ARREST, BOOKED",1500 Block of 7TH AV,-122.46391,37.7594508,"(37.7594508146982, -122.463914535976)",1.6005E+13
160047257,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,01/17/2016 12:00:00 AM,14:01,MISSION,"ARREST, BOOKED",0 Block of POND ST,-122.43213,37.7634672,"(37.7634671705358, -122.432131306412)",1.6005E+13
160040831,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,01/15/2016 12:00:00 AM,10:19,MISSION,NONE,2900 Block of 24TH ST,-122.41143,37.752602,"(37.7526019706042, -122.411426024108)",1.6004E+13
160040847,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,##########,00:01,INGLESIDE,NONE,800 Block of ROLPH ST,-122.42864,37.7111887,"(37.7111887011083, -122.428641379657)",1.6004E+13
160040853,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,01/14/2016 12:00:00 AM,13:00,CENTRAL,NONE,700 Block of GREENWICH ST,-122.41207,37.8019345,"(37.8019344945674, -122.412073111777)",1.6004E+13
160040869,WARRANTS,WARRANT ARREST,Friday,01/15/2016 12:00:00 AM,11:34,MISSION,"ARREST, BOOKED",3900 Block of 18TH ST,-122.43171,37.7611419,"(37.7611418813327, -122.431710082584)",1.6004E+13
160040869,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Friday,01/15/2016 12:00:00 AM,11:34,MISSION,"ARREST, BOOKED",3900 Block of 18TH ST,-122.43171,37.7611419,"(37.7611418813327, -122.431710082584)",1.6004E+13
160040875,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,01/13/2016 12:00:00 AM,21:45,NORTHERN,NONE,500 Block of HAYES ST,-122.42539,37.7765196,"(37.7765195621679, -122.425394322722)",1.6004E+13
160040875,NON-CRIMINAL,LOST PROPERTY,Wednesday,01/13/2016 12:00:00 AM,21:45,NORTHERN,NONE,500 Block of HAYES ST,-122.42539,37.7765196,"(37.7765195621679, -122.425394322722)",1.6004E+13
160045154,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,01/16/2016 12:00:00 AM,16:22,NORTHERN,"ARREST, BOOKED",CULEBRA TR / CHESTNUT ST,-122.4223,37.8025906,"(37.8025905991979, -122.422297242433)",1.6005E+13
160045154,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,01/16/2016 12:00:00 AM,16:22,NORTHERN,"ARREST, BOOKED",CULEBRA TR / CHESTNUT ST,-122.4223,37.8025906,"(37.8025905991979, -122.422297242433)",1.6005E+13
160041180,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,01/14/2016 12:00:00 AM,11:00,MISSION,NONE,23RD ST / FAIROAKS ST,-122.42414,37.7535034,"(37.7535033970532, -122.424137406938)",1.6004E+13
160041209,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,01/14/2016 12:00:00 AM,15:00,CENTRAL,NONE,0 Block of KEARNY ST,-122.40355,37.788675,"(37.7886749669059, -122.403552860945)",1.6004E+13
160041221,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/15/2016 12:00:00 AM,13:22,BAYVIEW,"ARREST, BOOKED",3RD ST / JAMESTOWN AV,-122.39662,37.7202311,"(37.7202310528072, -122.396617417719)",1.6004E+13
160041237,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/15/2016 12:00:00 AM,13:15,NORTHERN,NONE,500 Block of HAYES ST,-122.42542,37.776628,"(37.7766280227851, -122.425416290071)",1.6004E+13
160041243,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,01/14/2016 12:00:00 AM,18:00,PARK,NONE,100 Block of MASONIC AV,-122.44731,37.7806193,"(37.780619295768, -122.44731296591)",1.6004E+13
160041287,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/15/2016 12:00:00 AM,11:30,TARAVAL,NONE,SKYLINEBLVD HY / JOHNMUIR DR,-122.50022,37.7189542,"(37.718954166945, -122.50022040363)",1.6004E+13
160041293,WARRANTS,WARRANT ARREST,Friday,01/15/2016 12:00:00 AM,07:20,INGLESIDE,JUVENILE BOOKED,5700 Block of MISSION ST,-122.44967,37.7097625,"(37.709762526111, -122.449674980499)",1.6004E+13
160041306,WARRANTS,WARRANT ARREST,Friday,01/15/2016 12:00:00 AM,13:03,MISSION,"ARREST, BOOKED",2300 Block of MARKET ST,-122.43404,37.7632942,"(37.7632941952462, -122.43403618214)",1.6004E+13
160041356,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,01/15/2016 12:00:00 AM,00:58,TENDERLOIN,NONE,500 Block of LEAVENWORTH ST,-122.41465,37.7860688,"(37.7860688364633, -122.414645409901)",1.6004E+13
160041362,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/15/2016 12:00:00 AM,14:10,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.43212,37.7800304,"(37.7800304351156, -122.432116233695)",1.6004E+13
160041378,TRESPASS,TRESPASSING,Friday,01/15/2016 12:00:00 AM,12:00,SOUTHERN,NONE,600 Block of MARKET ST,-122.40166,37.7889049,"(37.7889048945911, -122.401655040432)",1.6004E+13
160041378,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,01/15/2016 12:00:00 AM,12:00,SOUTHERN,NONE,600 Block of MARKET ST,-122.40166,37.7889049,"(37.7889048945911, -122.401655040432)",1.6004E+13
160041384,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/15/2016 12:00:00 AM,12:35,SOUTHERN,NONE,0 Block of DORE ST,-122.41305,37.7738618,"(37.7738617771611, -122.413045971966)",1.6004E+13
160041390,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/15/2016 12:00:00 AM,09:00,MISSION,"ARREST, BOOKED",17TH ST / CAPP ST,-122.41849,37.7634954,"(37.7634954373144, -122.418486296575)",1.6004E+13
160045483,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,01/16/2016 12:00:00 AM,19:30,NORTHERN,NONE,LAGUNA ST / GEARY BL,-122.42799,37.7849531,"(37.7849531241612, -122.427991151911)",1.6005E+13
160045499,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,01/16/2016 12:00:00 AM,20:27,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.40648,37.7410576,"(37.741057552813, -122.406479975864)",1.6005E+13
160045502,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/16/2016 12:00:00 AM,20:40,INGLESIDE,NONE,800 Block of SAN JOSE AV,-122.42326,37.7419663,"(37.7419663497533, -122.423261706077)",1.6005E+13
160045518,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,##########,18:00,RICHMOND,NONE,700 Block of 8TH AV,-122.46602,37.7743137,"(37.7743136996811, -122.466018719921)",1.6005E+13
160041641,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,01/15/2016 12:00:00 AM,00:43,SOUTHERN,NONE,500 Block of 3RD ST,-122.39534,37.7808426,"(37.7808426292013, -122.395340436859)",1.6004E+13
160041663,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Sunday,##########,03:32,SOUTHERN,NONE,0 Block of TOWNSEND ST,-122.39019,37.7809526,"(37.7809525742775, -122.390189329595)",1.6004E+13
160041679,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,##########,03:43,SOUTHERN,NONE,0 Block of TOWNSEND ST,-122.39019,37.7809526,"(37.7809525742775, -122.390189329595)",1.6004E+13
160041691,OTHER OFFENSES,RESISTING ARREST,Friday,01/15/2016 12:00:00 AM,15:30,INGLESIDE,"ARREST, BOOKED",MISSION ST / OCEAN AV,-122.43539,37.7239104,"(37.7239104470753, -122.435385454946)",1.6004E+13
160041704,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,01/15/2016 12:00:00 AM,16:15,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.45351,37.768697,"(37.7686969786551, -122.453512911126)",1.6004E+13
160041710,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,01/15/2016 12:00:00 AM,15:20,TARAVAL,NONE,1200 Block of TARAVAL ST,-122.47946,37.7429395,"(37.7429394638526, -122.479455329571)",1.6004E+13
160041726,VEHICLE THEFT,STOLEN TRUCK,Friday,01/15/2016 12:00:00 AM,14:00,BAYVIEW,NONE,1500 Block of OAKDALE AV,-122.38939,37.7341211,"(37.7341211312767, -122.389390729131)",1.6004E+13
160041760,ASSAULT,BATTERY,Thursday,01/14/2016 12:00:00 AM,17:30,SOUTHERN,NONE,0 Block of 4TH ST,-122.40558,37.785466,"(37.7854659679151, -122.405582629186)",1.6004E+13
160017686,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Thursday,##########,14:40,PARK,NONE,1800 Block of HAIGHT ST,-122.45273,37.7693241,"(37.7693241293319, -122.452728322759)",1.6002E+13
160045853,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/15/2016 12:00:00 AM,22:00,TENDERLOIN,NONE,300 Block of EDDY ST,-122.41293,37.7838344,"(37.7838344374141, -122.412930522059)",1.6005E+13
160047796,OTHER OFFENSES,PAROLE VIOLATION,Sunday,01/17/2016 12:00:00 AM,17:42,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.41371,37.7814229,"(37.7814229318029, -122.413706517535)",1.6005E+13
160047796,OTHER OFFENSES,RESISTING ARREST,Sunday,01/17/2016 12:00:00 AM,17:42,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.41371,37.7814229,"(37.7814229318029, -122.413706517535)",1.6005E+13
160048794,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/17/2016 12:00:00 AM,18:30,SOUTHERN,NONE,FOLSOM ST / 4TH ST,-122.40116,37.7820238,"(37.7820238478975, -122.401161555602)",1.6005E+13
160048807,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,01/17/2016 12:00:00 AM,18:00,CENTRAL,NONE,BUSH ST / MASON ST,-122.41044,37.7899498,"(37.7899498165885, -122.410436716211)",1.6005E+13
